,type,GENRE,NOMBRE,source_type,source_DEF,source_EN,source_FUNCTN,source_GEN_REF,source_GP,source_NB,source_NEW,source_start,source_end,target_type,target_DEF,target_EN,target_FUNCTN,target_GEN_REF,target_GP,target_NB,target_NEW,target_start,target_end,source_id,target_id
Noreskal_1402944279392,ASSOC,,UNK,N,Bare,,Other,SPEC,NO,Bare,YES,2514,2527,N,Bare,,Other,SPEC,NO,Bare,YES,2625,2634,Noreskal_1402605157070,Noreskal_1401805643126
Noreskal_1402945028499,ASSOC,,UNK,N,Bare,,Other,SPEC,NO,Bare,NO,3016,3039,N,Bare,,Other,SPEC,NO,Bare,NO,3061,3065,Noreskal_1402603645176,Noreskal_1402601288946
Noreskal_1402945070352,ASSOC,,UNK,N,DEF_SPLE,,ATTR,SPEC,NO,Bare,YES,3249,3265,N,INDEF,,OBJ,GENE,NO,SG,YES,3099,3109,Noreskal_1401806130756,Noreskal_1401806049136
Noreskal_1402945074019,ASSOC,,UNK,N,DEF_SPLE,,ATTR,SPEC,NO,Bare,YES,3249,3265,N,INDEF,,OBJ,GENE,NO,SG,YES,3131,3139,Noreskal_1401806130756,Noreskal_1401806066783
Noreskal_1402945077518,ASSOC,,UNK,N,DEF_SPLE,,ATTR,SPEC,NO,Bare,YES,3249,3265,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,3161,3170,Noreskal_1401806130756,Noreskal_1401806088751
Noreskal_1402945107402,ASSOC,,UNK,N,Bare,,OBJ,SPEC,NO,Bare,YES,3479,3484,N,Bare,,ATTR,GENE,NO,Bare,YES,3509,3515,Noreskal_1401806387680,Noreskal_1401806409973
Noreskal_1402945199321,DIRECTE,,UNK,N,Bare,,Other,SPEC,NO,Bare,YES,3461,3469,N,Bare,,Other,SPEC,NO,Bare,NO,3882,3890,Noreskal_1401806385349,Noreskal_1402945131641
Noreskal_1402945206132,DIRECTE,,UNK,N,Bare,,Other,SPEC,NO,Bare,NO,3882,3890,N,Bare,,Other,SPEC,NO,Bare,NO,4207,4215,Noreskal_1402945131641,Noreskal_1401806911642
Noreskal_1402945258878,ASSOC,,UNK,N,Bare,,Other,SPEC,NO,Bare,NO,3882,3890,N,DEF_SPLE,,Other,SPEC,NO,SG,YES,3982,4001,Noreskal_1402945131641,Noreskal_1401806876370
Noreskal_1402962687494,INDIRECTE,UNK,YES,N,Bare,,OBJ,SPEC,NO,Bare,YES,4904,4921,N,INDEF,,ATTR,SPEC,NO,PL,NO,4924,4929,Noreskal_1401807735681,Noreskal_1401807742894
Noreskal_1403367345370,ANAPHORE,,YES,N,Bare,,Other,GENE,NO,Bare,YES,1796,1803,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,1804,1806,Noreskal_1400755500155,Noreskal_1400755504216
Noreskal_1402988996031,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,667,675,N,Bare,,SUJ,SPEC,NO,Bare,YES,676,681,Noreskal_1401900382427,Noreskal_1401900378153
Noreskal_1402989009962,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,SG,YES,444,453,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,454,456,Noreskal_1401900306157,Noreskal_1401900342653
Noreskal_1402989020411,ANAPHORE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,NO,604,614,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,615,617,Noreskal_1401900334164,Noreskal_1401900336132
Noreskal_1402989033956,ANAPHORE,,YES,N,Bare,,SUJ,GENE,NO,Bare,YES,707,714,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,715,716,Noreskal_1402606732909,Noreskal_1402606739590
Noreskal_1402989061855,ANAPHORE,,YES,N,Bare,,SUJ,SPEC,NO,Bare,YES,676,681,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,734,735,Noreskal_1401900378153,Noreskal_1401900387200
Noreskal_1402989068772,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,734,735,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,747,748,Noreskal_1401900387200,Noreskal_1401900390016
Noreskal_1402989106826,DIRECTE,,YES,N,Bare,,Other,SPEC,YES,Bare,YES,667,675,N,Bare,,Other,SPEC,NO,Bare,NO,791,798,Noreskal_1401900382427,Noreskal_1402606940562
Noreskal_1402989162433,DIRECTE,,YES,N,INDEF,,Other,SPEC,NO,SG,YES,497,507,N,INDEF,,ATTR,SPEC,NO,SG,NO,604,614,Noreskal_1401900311623,Noreskal_1401900334164
Noreskal_1402989188368,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,851,853,PR,DEF_SPLE,NO,SUJ,SPEC,YES,PL,NO,864,866,Noreskal_1401900404285,Noreskal_1401900408147
Noreskal_1402989193964,ANAPHORE,,NO,N,Bare,,SUJ,SPEC,NO,Bare,YES,829,832,PR,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,851,853,Noreskal_1401900399622,Noreskal_1401900404285
Noreskal_1402989235191,ANAPHORE,,YES,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,985,1003,PR,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,1004,1006,Noreskal_1401900434452,Noreskal_1401900436783
Noreskal_1402989525679,DIRECTE,,YES,N,Bare,,Other,SPEC,NO,Bare,NO,791,798,N,Bare,,Other,SPEC,YES,Bare,NO,1069,1076,Noreskal_1402606940562,Noreskal_1401900444253
Noreskal_1402990792131,ANAPHORE,,YES,N,Bare,,OBJ,SPEC,NO,Bare,YES,955,964,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,985,1003,Noreskal_1402990610545,Noreskal_1401900434452
Noreskal_1402990824776,INDIRECTE,UNK,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,747,748,N,Bare,,SUJ,SPEC,NO,Bare,NO,1213,1218,Noreskal_1401900390016,Noreskal_1401900454225
Noreskal_1402990857805,ANAPHORE,,YES,N,Bare,,SUJ,SPEC,NO,Bare,NO,1213,1218,PR,Bare,NO,ATTR,SPEC,NO,SG,NO,1282,1284,Noreskal_1401900454225,Noreskal_1401900460468
Noreskal_1402990869475,ANAPHORE,,YES,PR,Bare,NO,ATTR,SPEC,NO,SG,NO,1282,1284,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,1285,1287,Noreskal_1401900460468,Noreskal_1401900466394
Noreskal_1402990875969,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,1285,1287,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,1295,1297,Noreskal_1401900466394,Noreskal_1401900477082
Noreskal_1402990905704,ANAPHORE,,YES,N,INDEF,,OBJ,SPEC,NO,SG,YES,1379,1388,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1406,1408,Noreskal_1401900489083,Noreskal_1401900493553
Noreskal_1402990929215,INDIRECTE,UNK,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1069,1076,N,Bare,,OBJ,SPEC,NO,Bare,NO,1308,1322,Noreskal_1401900444253,Noreskal_1401900480422
Noreskal_1402990941450,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1533,1541,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1562,1570,Noreskal_1401900499552,Noreskal_1401900502480
Noreskal_1402990960438,ANAPHORE,,UNK,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1562,1570,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1590,1591,Noreskal_1401900502480,Noreskal_1401900508198
Noreskal_1402990973316,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,1346,1351,N,Bare,,Other,SPEC,YES,Bare,NO,1603,1608,Noreskal_1401900484893,Noreskal_1401900510409
Noreskal_1402991004297,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1603,1608,N,Bare,,Other,SPEC,YES,Bare,NO,1729,1734,Noreskal_1401900510409,Noreskal_1401900529246
Noreskal_1402991015176,DIRECTE,,YES,N,INDEF,,OBJ,GENE,NO,SG,YES,1692,1699,N,INDEF,,OBJ,GENE,NO,SG,NO,1712,1720,Noreskal_1401900517574,Noreskal_1401900524025
Noreskal_1402991042406,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,YES,1803,1806,N,Bare,,OBJ,SPEC,NO,Bare,NO,1826,1829,Noreskal_1401900563096,Noreskal_1401900566520
Noreskal_1402991103132,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,SG,NO,2221,2231,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,2232,2234,Noreskal_1401900619594,Noreskal_1401900622498
Noreskal_1402991115206,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,2232,2234,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,2252,2255,Noreskal_1401900622498,Noreskal_1401900628898
Noreskal_1402991189611,DIRECTE,,YES,N,INDEF,,ATTR,GENE,NO,SG,YES,2173,2183,N,INDEF,,ATTR,GENE,NO,SG,NO,2221,2231,Noreskal_1401900602349,Noreskal_1401900619594
Noreskal_1402991201626,DIRECTE,,YES,N,Bare,,ATTR,SPEC,NO,Bare,YES,2110,2115,N,Bare,,Other,SPEC,NO,Bare,NO,2388,2393,Noreskal_1401900591662,Noreskal_1401900638287
Noreskal_1402991303275,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,YES,2431,2433,PR,DEF_SPLE,NO,ATTR,SPEC,NO,SG,NO,2451,2453,Noreskal_1402609553044,Noreskal_1402647623171
Noreskal_1402991406204,ANAPHORE,,YES,N,Bare,,Other,GENE,NO,PL,YES,2729,2739,PR,Bare,NO,SUJ,SPEC,NO,UNK,NO,2740,2742,Noreskal_1401900680235,Noreskal_1401900683451
Noreskal_1402991439060,ANAPHORE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,NO,3127,3137,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3138,3140,Noreskal_1401900716531,Noreskal_1401900719858
Noreskal_1402991479728,DIRECTE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,YES,2158,2168,N,INDEF,,ATTR,SPEC,NO,SG,NO,2691,2701,Noreskal_1401900599191,Noreskal_1401900675256
Noreskal_1402991570494,ANAPHORE,,YES,PR,INDEF,NO,Other,SPEC,NO,PL,YES,3310,3312,PR,INDEF,NO,OBJ,SPEC,NO,PL,NO,3543,3546,Noreskal_1401900733228,Noreskal_1401900775754
Noreskal_1402991634285,DIRECTE,,YES,N,Bare,,Other,GENE,NO,Bare,NO,3919,3924,N,Bare,,SUJ,GENE,NO,Bare,NO,3945,3951,Noreskal_1401900821986,Noreskal_1401900825968
Noreskal_1402991638285,DIRECTE,,YES,N,Bare,,ATTR,GENE,NO,Bare,YES,3892,3897,N,Bare,,Other,GENE,NO,Bare,NO,3919,3924,Noreskal_1401900818597,Noreskal_1401900821986
Noreskal_1402991643171,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,3945,3951,N,Bare,,SUJ,GENE,NO,Bare,NO,4094,4101,Noreskal_1401900825968,Noreskal_1401900839047
Noreskal_1402991654558,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,4094,4101,N,Bare,,SUJ,GENE,NO,Bare,NO,4529,4534,Noreskal_1401900839047,Noreskal_1401900906648
Noreskal_1402991680700,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,4529,4534,N,Bare,,SUJ,GENE,NO,Bare,NO,4752,4757,Noreskal_1401900906648,Noreskal_1401901008040
Noreskal_1402991707457,ANAPHORE,,YES,N,INDEF,,SUJ,GENE,NO,SG,YES,4547,4556,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4570,4571,Noreskal_1401900913995,Noreskal_1401900943176
Noreskal_1402991716418,ANAPHORE,,YES,N,INDEF,,SUJ,GENE,NO,PL,YES,4610,4619,PR,Bare,NO,Other,SPEC,NO,SG,NO,4659,4661,Noreskal_1401900978984,Noreskal_1401901383574
Noreskal_1402991783992,ASSOC,,UNK,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4604,4608,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,4653,4661,Noreskal_1402648386841,Noreskal_1401900987701
Noreskal_1402991796175,DIRECTE,,YES,N,INDEF,,SUJ,GENE,NO,SG,YES,4547,4556,N,INDEF,,SUJ,GENE,NO,Bare,NO,4806,4815,Noreskal_1401900913995,Noreskal_1401901016662
Noreskal_1402991822873,ANAPHORE,,YES,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4872,4873,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4880,4882,Noreskal_1401901031051,Noreskal_1401901033904
Noreskal_1402991825688,ANAPHORE,,YES,N,INDEF,,SUJ,GENE,NO,Bare,NO,4806,4815,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4872,4873,Noreskal_1401901016662,Noreskal_1401901031051
Noreskal_1402991863107,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,4752,4757,N,Bare,,OBJ,GENE,NO,Bare,NO,4956,4961,Noreskal_1401901008040,Noreskal_1401901042320
Noreskal_1402991928304,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,NO,4956,4961,N,Bare,,SUJ,GENE,NO,Bare,NO,5058,5063,Noreskal_1401901042320,Noreskal_1401901052775
Noreskal_1402991939579,ANAPHORE,,YES,N,Bare,,OBJ,SPEC,NO,Bare,YES,5095,5105,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5141,5143,Noreskal_1401901056090,Noreskal_1401901059976
Noreskal_1402991968253,INDIRECTE,UNK,UNK,N,Bare,,SUJ,GENE,NO,Bare,NO,5058,5063,N,INDEF,,ATTR,GENE,NO,SG,YES,5242,5248,Noreskal_1401901052775,Noreskal_1401901070650
Noreskal_1402991979935,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,SG,NO,5281,5287,N,Bare,,SUJ,SPEC,NO,Bare,NO,5288,5290,Noreskal_1401901078652,Noreskal_1401901084165
Noreskal_1402991996460,DIRECTE,,YES,N,INDEF,,ATTR,GENE,NO,SG,YES,5242,5248,N,INDEF,,ATTR,GENE,NO,SG,NO,5281,5287,Noreskal_1401901070650,Noreskal_1401901078652
Noreskal_1402992319379,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,667,675,N,Bare,,SUJ,GENE,NO,Bare,YES,1175,1181,Noreskal_1401900382427,Noreskal_1401900451347
Noreskal_1402992373981,INDIRECTE,UNK,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1533,1541,N,Bare,,OBJ,SPEC,NO,Bare,NO,1308,1322,Noreskal_1401900499552,Noreskal_1401900480422
Noreskal_1402992574762,DIRECTE,,UNK,N,Bare,,ATTR,SPEC,NO,Bare,YES,2100,2108,N,Bare,,Other,SPEC,NO,Bare,NO,4062,4067,Noreskal_1401900587678,Noreskal_1401900833048
Noreskal_1402992654845,ASSOC,,UNK,N,Bare,,ATTR,GENE,NO,Bare,YES,3892,3897,N,Bare,,Other,GENE,NO,Bare,YES,4202,4206,Noreskal_1401900818597,Noreskal_1401900850826
Noreskal_1402992732299,ASSOC,,UNK,N,Bare,,Other,SPEC,NO,Bare,NO,4062,4067,N,Bare,,SUJ,GENE,NO,Bare,NO,4094,4101,Noreskal_1401900833048,Noreskal_1401900839047
Noreskal_1402992845074,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1775,1776,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1794,1795,Noreskal_1401900542096,Noreskal_1401900550282
Noreskal_1402992849931,ANAPHORE,,YES,N,Bare,,TOPIC,SPEC,NO,Bare,YES,1767,1774,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1775,1776,Noreskal_1401900540190,Noreskal_1401900542096
Noreskal_1402993545516,DIRECTE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,NO,2691,2701,N,INDEF,,ATTR,SPEC,NO,SG,NO,3127,3137,Noreskal_1401900675256,Noreskal_1401900716531
Noreskal_1403537017541,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,398,406,N,Bare,,SUJ,SPEC,NO,Bare,NO,434,442,Noreskal_1403183493353,Noreskal_1403183497271
Noreskal_1403537040491,INDIRECTE,UNK,UNK,N,Bare,,SUJ,SPEC,NO,Bare,NO,434,442,N,DEF_SPLE,,Other,SPEC,YES,Bare,YES,548,555,Noreskal_1403183497271,Noreskal_1403183511771
Noreskal_1403537047185,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,YES,548,555,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,611,618,Noreskal_1403183511771,Noreskal_1403183548095
Noreskal_1403537482799,DIRECTE,,UNK,N,Bare,,OBJ,SPEC,NO,Bare,YES,602,618,N,Bare,,OBJ,SPEC,NO,Bare,NO,748,765,Noreskal_1403183516660,Noreskal_1403183542294
Noreskal_1403537521433,ANAPHORE,,YES,N,DEF_SPLE,,Other,SPEC,YES,Bare,YES,834,850,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,857,858,Noreskal_1403184522249,Noreskal_1403184527468
Noreskal_1403537596733,DIRECTE,,UNK,N,Bare,,Other,SPEC,NO,Bare,YES,873,884,N,Bare,,Other,SPEC,NO,Bare,NO,905,932,Noreskal_1403184534063,Noreskal_1403184536788
Noreskal_1403537624153,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,SG,YES,446,451,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,452,454,Noreskal_1403183502878,Noreskal_1403183504619
Noreskal_1403537646842,ANAPHORE,,YES,N,INDEF,,OBJ,SPEC,NO,PL,YES,967,990,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,991,993,Noreskal_1403184548061,Noreskal_1403184577241
Noreskal_1403537654158,ANAPHORE,,YES,N,INDEF,,OBJ,SPEC,NO,PL,YES,1034,1040,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,1045,1047,Noreskal_1403184585088,Noreskal_1403184600076
Noreskal_1403537700495,INDIRECTE,UNK,YES,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,991,993,N,INDEF,,OBJ,SPEC,NO,Bare,NO,1206,1214,Noreskal_1403184577241,Noreskal_1403184620759
Noreskal_1403537750978,ANAPHORE,,NO,N,Bare,,Other,SPEC,NO,Bare,NO,1244,1263,PR,INDEF,NO,Other,SPEC,YES,SG,NO,1349,1355,Noreskal_1403185290427,Noreskal_1403184641456
Noreskal_1403537825887,DIRECTE,,UNK,N,Bare,,ATTR,SPEC,NO,Bare,YES,1395,1401,N,Bare,,OBJ,SPEC,NO,Bare,NO,1449,1455,Noreskal_1403184650701,Noreskal_1403184658634
Noreskal_1403537841593,DIRECTE,,UNK,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1156,1169,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,1480,1492,Noreskal_1403184615077,Noreskal_1403185455699
Noreskal_1403537895326,DIRECTE,,UNK,N,INDEF,,OBJ,SPEC,NO,SG,YES,1331,1344,N,DEF_DEM,,Other,SPEC,NO,Bare,YES,1562,1574,Noreskal_1403184638973,Noreskal_1403185461018
Noreskal_1403537988830,DIRECTE,,UNK,N,Bare,,Other,GENE,YES,Bare,YES,1631,1636,N,Bare,,Other,SPEC,NO,Bare,NO,1705,1717,Noreskal_1403185847180,Noreskal_1403185485919
Noreskal_1403538142488,ANAPHORE,,YES,PR,Bare,NO,Other,SPEC,NO,SG,NO,1753,1769,PR,Bare,NO,Other,SPEC,YES,SG,NO,1800,1802,Noreskal_1403186019327,Noreskal_1403185518279
Noreskal_1403538185320,DIRECTE,,UNK,PR,Bare,NO,Other,SPEC,NO,SG,NO,1751,1770,N,Bare,,OBJ,SPEC,NO,Bare,NO,1782,1802,Noreskal_1403538084982,Noreskal_1403185516648
Noreskal_1403538486405,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,925,932,N,Bare,,Other,SPEC,YES,Bare,NO,1894,1907,Noreskal_1403184541874,Noreskal_1403186084771
Noreskal_1403538508975,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,757,765,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,925,932,Noreskal_1403183545079,Noreskal_1403184541874
Noreskal_1403538534458,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,PL,YES,1933,1941,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,1943,1945,Noreskal_1403185547145,Noreskal_1403185566945
Noreskal_1403538806045,DIRECTE,,UNK,N,Bare,,SUJ,SPEC,NO,Bare,YES,1886,1907,N,Bare,,Other,SPEC,YES,Bare,NO,1978,1983,Noreskal_1403185543749,Noreskal_1403185608179
Noreskal_1403538869400,INDIRECTE,UNK,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,857,858,N,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,2058,2074,Noreskal_1403184527468,Noreskal_1403185626408
Noreskal_1403538976157,ANAPHORE,,YES,N,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,2058,2074,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2075,2076,Noreskal_1403185626408,Noreskal_1403185631046
Noreskal_1403539001557,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1894,1907,N,Bare,,Other,SPEC,NO,Bare,NO,2160,2167,Noreskal_1403186084771,Noreskal_1403190977830
Noreskal_1403539023707,DIRECTE,,UNK,N,Bare,,Other,SPEC,NO,Bare,NO,2160,2167,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2201,2208,Noreskal_1403190977830,Noreskal_1403190981023
Noreskal_1403539029931,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2201,2208,N,Bare,,Other,SPEC,YES,Bare,NO,2224,2228,Noreskal_1403190981023,Noreskal_1403190988641
Noreskal_1403539165319,ANAPHORE,,YES,N,INDEF,,Other,GENE,YES,PL,YES,2383,2401,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,2419,2421,Noreskal_1403190909817,Noreskal_1403190915827
Noreskal_1403539514426,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,2224,2228,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2543,2550,Noreskal_1403190988641,Noreskal_1403190933623
Noreskal_1403540016535,ANAPHORE,,YES,N,Bare,,Other,SPEC,NO,Bare,NO,2726,2750,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,2750,2751,Noreskal_1403206416047,Noreskal_1403190959730
Noreskal_1403540107906,DIRECTE,,YES,N,INDEF,,ATTR,GENE,NO,PL,YES,2263,2269,N,INDEF,,Other,SPEC,YES,PL,NO,2813,2833,Noreskal_1403205804850,Noreskal_1403206481077
Noreskal_1403540362657,ANAPHORE,,UNK,N,Bare,,Other,GENE,NO,Bare,YES,3034,3039,PR,Bare,NO,SUJ,SPEC,NO,UNK,NO,3060,3062,Noreskal_1403206512863,Noreskal_1403206545581
Noreskal_1403541148494,ANAPHORE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,YES,3275,3284,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3285,3287,Noreskal_1403206593288,Noreskal_1403206600743
Noreskal_1403541156728,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3285,3287,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3325,3327,Noreskal_1403206600743,Noreskal_1403206641997
Noreskal_1403541175323,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3325,3327,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3345,3347,Noreskal_1403206641997,Noreskal_1403206651133
Noreskal_1403541236931,ANAPHORE,,YES,PR,INDEF,NO,SUJ,GENE,NO,PL,YES,3108,3110,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3594,3596,Noreskal_1403206567662,Noreskal_1403207709810
Noreskal_1403541390444,ANAPHORE,,YES,N,Bare,,Other,SPEC,NO,Bare,NO,3505,3522,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,3600,3602,Noreskal_1403207944590,Noreskal_1403207715872
Noreskal_1403541475595,ANAPHORE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,3670,3676,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3685,3687,Noreskal_1403207742124,Noreskal_1403207755422
Noreskal_1403541539937,DIRECTE,,UNK,N,Bare,,ATTR,SPEC,NO,Bare,YES,3691,3696,N,DEF_DEM,,Other,SPEC,NO,Bare,NO,3722,3733,Noreskal_1403207747434,Noreskal_1403207766986
Noreskal_1403541713774,ANAPHORE,,YES,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3594,3596,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3736,3738,Noreskal_1403207709810,Noreskal_1403207773682
Noreskal_1403541830632,ANAPHORE,,UNK,N,DEF_DEM,,Other,SPEC,NO,Bare,NO,3722,3733,PR,INDEF,NO,SUJ,SPEC,NO,SG,NO,3742,3743,Noreskal_1403207766986,Noreskal_1403207775666
Noreskal_1403541846088,ANAPHORE,,YES,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3736,3738,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3850,3852,Noreskal_1403207773682,Noreskal_1403207799516
Noreskal_1403541873457,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,398,406,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,3980,3998,Noreskal_1403183493353,Noreskal_1403207847098
Noreskal_1403545415684,DIRECTE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,4084,4090,N,Bare,,OBJ,GENE,NO,Bare,NO,4142,4148,Noreskal_1403207903276,Noreskal_1403207916999
Noreskal_1403545439042,DIRECTE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,NO,4142,4148,N,INDEF,,OBJ,GENE,NO,PL,YES,4385,4394,Noreskal_1403207916999,Noreskal_1403208649334
Noreskal_1403545474465,DIRECTE,,UNK,N,Bare,,SUJ,GENE,NO,Bare,YES,4128,4132,N,INDEF,,OBJ,GENE,NO,SG,YES,4340,4347,Noreskal_1403207910144,Noreskal_1403208638111
Noreskal_1403545571418,DIRECTE,,UNK,N,Bare,,OBJ,GENE,YES,Bare,YES,4480,4503,N,Bare,,SUJ,SPEC,NO,Bare,NO,4565,4576,Noreskal_1403208659462,Noreskal_1403208662665
Noreskal_1403545661027,DIRECTE,,UNK,N,DEF_SPLE,,Other,GENE,YES,Bare,YES,4695,4702,N,DEF_SPLE,,Other,GENE,YES,Bare,NO,5011,5018,Noreskal_1403208725431,Noreskal_1403208812977
Noreskal_1403545809088,ASSOC,,UNK,N,DEF_SPLE,,Other,GENE,YES,Bare,YES,4695,4702,N,Bare,,Other,GENE,YES,Bare,YES,5044,5049,Noreskal_1403208725431,Noreskal_1403209258473
Noreskal_1403545821122,ASSOC,,UNK,N,DEF_SPLE,,Other,GENE,YES,Bare,YES,4695,4702,N,DEF_SPLE,,Other,GENE,YES,Bare,NO,5098,5103,Noreskal_1403208725431,Noreskal_1403209265011
Noreskal_1403545865842,ANAPHORE,,YES,PR,INDEF,NO,Other,GENE,NO,PL,YES,5170,5176,PR,INDEF,NO,Other,GENE,NO,PL,NO,5230,5236,Noreskal_1403209280571,Noreskal_1403209294904
