,type,GENRE,NOMBRE,source_type,source_DEF,source_EN,source_FUNCTN,source_GEN_REF,source_GP,source_NB,source_NEW,source_start,source_end,target_type,target_DEF,target_EN,target_FUNCTN,target_GEN_REF,target_GP,target_NB,target_NEW,target_start,target_end,source_id,target_id
Nsk_1402990941450,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1533,1541,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1562,1570,Nsk_1401900499552,Nsk_1401900502480
Nsk_1402990960438,ANAPHORE,,UNK,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1562,1570,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1590,1591,Nsk_1401900502480,Nsk_1401900508198
Nsk_1402990973316,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,1346,1351,N,Bare,,Other,SPEC,YES,Bare,NO,1603,1608,Nsk_1401900484893,Nsk_1401900510409
Nsk_1402991004297,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1603,1608,N,Bare,,Other,SPEC,YES,Bare,NO,1729,1734,Nsk_1401900510409,Nsk_1401900529246
Nsk_1402991015176,DIRECTE,,YES,N,INDEF,,OBJ,GENE,NO,SG,YES,1692,1699,N,INDEF,,OBJ,GENE,NO,SG,NO,1712,1720,Nsk_1401900517574,Nsk_1401900524025
Nsk_1402991042406,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,YES,1803,1806,N,Bare,,OBJ,SPEC,NO,Bare,NO,1826,1829,Nsk_1401900563096,Nsk_1401900566520
Nsk_1402991103132,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,SG,NO,2221,2231,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,2232,2234,Nsk_1401900619594,Nsk_1401900622498
Nsk_1402991115206,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,2232,2234,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,2252,2255,Nsk_1401900622498,Nsk_1401900628898
Nsk_1402991189611,DIRECTE,,YES,N,INDEF,,ATTR,GENE,NO,SG,YES,2173,2183,N,INDEF,,ATTR,GENE,NO,SG,NO,2221,2231,Nsk_1401900602349,Nsk_1401900619594
Nsk_1402991201626,DIRECTE,,YES,N,Bare,,ATTR,SPEC,NO,Bare,YES,2110,2115,N,Bare,,Other,SPEC,NO,Bare,NO,2388,2393,Nsk_1401900591662,Nsk_1401900638287
Nsk_1402991303275,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,YES,2431,2433,PR,DEF_SPLE,NO,ATTR,SPEC,NO,SG,NO,2451,2453,Nsk_1402609553044,Nsk_1402647623171
Nsk_1402991406204,ANAPHORE,,YES,N,Bare,,Other,GENE,NO,PL,YES,2729,2739,PR,Bare,NO,SUJ,SPEC,NO,UNK,NO,2740,2742,Nsk_1401900680235,Nsk_1401900683451
Nsk_1402991439060,ANAPHORE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,NO,3127,3137,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3138,3140,Nsk_1401900716531,Nsk_1401900719858
Nsk_1402991479728,DIRECTE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,YES,2158,2168,N,INDEF,,ATTR,SPEC,NO,SG,NO,2691,2701,Nsk_1401900599191,Nsk_1401900675256
Nsk_1402991570494,ANAPHORE,,YES,PR,INDEF,NO,Other,SPEC,NO,PL,YES,3310,3312,PR,INDEF,NO,OBJ,SPEC,NO,PL,NO,3543,3546,Nsk_1401900733228,Nsk_1401900775754
Nsk_1402991634285,DIRECTE,,YES,N,Bare,,Other,GENE,NO,Bare,NO,3919,3924,N,Bare,,SUJ,GENE,NO,Bare,NO,3945,3951,Nsk_1401900821986,Nsk_1401900825968
Nsk_1402991638285,DIRECTE,,YES,N,Bare,,ATTR,GENE,NO,Bare,YES,3892,3897,N,Bare,,Other,GENE,NO,Bare,NO,3919,3924,Nsk_1401900818597,Nsk_1401900821986
Nsk_1402991643171,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,3945,3951,N,Bare,,SUJ,GENE,NO,Bare,NO,4094,4101,Nsk_1401900825968,Nsk_1401900839047
Nsk_1402991654558,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,4094,4101,N,Bare,,SUJ,GENE,NO,Bare,NO,4529,4534,Nsk_1401900839047,Nsk_1401900906648
Nsk_1402991680700,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,4529,4534,N,Bare,,SUJ,GENE,NO,Bare,NO,4752,4757,Nsk_1401900906648,Nsk_1401901008040
Nsk_1402991707457,ANAPHORE,,YES,N,INDEF,,SUJ,GENE,NO,SG,YES,4547,4556,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4570,4571,Nsk_1401900913995,Nsk_1401900943176
Nsk_1402991716418,ANAPHORE,,YES,N,INDEF,,SUJ,GENE,NO,PL,YES,4610,4619,PR,Bare,NO,Other,SPEC,NO,SG,NO,4659,4661,Nsk_1401900978984,Nsk_1401901383574
Nsk_1402991783992,ASSOC,,UNK,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4604,4608,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,4653,4661,Nsk_1402648386841,Nsk_1401900987701
Nsk_1402991796175,DIRECTE,,YES,N,INDEF,,SUJ,GENE,NO,SG,YES,4547,4556,N,INDEF,,SUJ,GENE,NO,Bare,NO,4806,4815,Nsk_1401900913995,Nsk_1401901016662
Nsk_1402991822873,ANAPHORE,,YES,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4872,4873,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4880,4882,Nsk_1401901031051,Nsk_1401901033904
Nsk_1402991825688,ANAPHORE,,YES,N,INDEF,,SUJ,GENE,NO,Bare,NO,4806,4815,PR,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,4872,4873,Nsk_1401901016662,Nsk_1401901031051
Nsk_1402991863107,DIRECTE,,YES,N,Bare,,SUJ,GENE,NO,Bare,NO,4752,4757,N,Bare,,OBJ,GENE,NO,Bare,NO,4956,4961,Nsk_1401901008040,Nsk_1401901042320
Nsk_1402991928304,DIRECTE,,YES,N,Bare,,OBJ,GENE,NO,Bare,NO,4956,4961,N,Bare,,SUJ,GENE,NO,Bare,NO,5058,5063,Nsk_1401901042320,Nsk_1401901052775
Nsk_1402991939579,ANAPHORE,,YES,N,Bare,,OBJ,SPEC,NO,Bare,YES,5095,5105,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5141,5143,Nsk_1401901056090,Nsk_1401901059976
Nsk_1402991968253,INDIRECTE,UNK,UNK,N,Bare,,SUJ,GENE,NO,Bare,NO,5058,5063,N,INDEF,,ATTR,GENE,NO,SG,YES,5242,5248,Nsk_1401901052775,Nsk_1401901070650
Nsk_1402991979935,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,SG,NO,5281,5287,N,Bare,,SUJ,SPEC,NO,Bare,NO,5288,5290,Nsk_1401901078652,Nsk_1401901084165
Nsk_1402991996460,DIRECTE,,YES,N,INDEF,,ATTR,GENE,NO,SG,YES,5242,5248,N,INDEF,,ATTR,GENE,NO,SG,NO,5281,5287,Nsk_1401901070650,Nsk_1401901078652
Nsk_1402992319379,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,667,675,N,Bare,,SUJ,GENE,NO,Bare,YES,1175,1181,Nsk_1401900382427,Nsk_1401900451347
Nsk_1402992373981,INDIRECTE,UNK,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1533,1541,N,Bare,,OBJ,SPEC,NO,Bare,NO,1308,1322,Nsk_1401900499552,Nsk_1401900480422
Nsk_1402992574762,DIRECTE,,UNK,N,Bare,,ATTR,SPEC,NO,Bare,YES,2100,2108,N,Bare,,Other,SPEC,NO,Bare,NO,4062,4067,Nsk_1401900587678,Nsk_1401900833048
Nsk_1402992654845,ASSOC,,UNK,N,Bare,,ATTR,GENE,NO,Bare,YES,3892,3897,N,Bare,,Other,GENE,NO,Bare,YES,4202,4206,Nsk_1401900818597,Nsk_1401900850826
Nsk_1402992732299,ASSOC,,UNK,N,Bare,,Other,SPEC,NO,Bare,NO,4062,4067,N,Bare,,SUJ,GENE,NO,Bare,NO,4094,4101,Nsk_1401900833048,Nsk_1401900839047
Nsk_1402992845074,ANAPHORE,,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1775,1776,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1794,1795,Nsk_1401900542096,Nsk_1401900550282
Nsk_1402992849931,ANAPHORE,,YES,N,Bare,,TOPIC,SPEC,NO,Bare,YES,1767,1774,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1775,1776,Nsk_1401900540190,Nsk_1401900542096
Nsk_1402993545516,DIRECTE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,NO,2691,2701,N,INDEF,,ATTR,SPEC,NO,SG,NO,3127,3137,Nsk_1401900675256,Nsk_1401900716531
Nsk_1403537017541,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,398,406,N,Bare,,SUJ,SPEC,NO,Bare,NO,434,442,Nsk_1403183493353,Nsk_1403183497271
Nsk_1403537040491,INDIRECTE,UNK,UNK,N,Bare,,SUJ,SPEC,NO,Bare,NO,434,442,N,DEF_SPLE,,Other,SPEC,YES,Bare,YES,548,555,Nsk_1403183497271,Nsk_1403183511771
Nsk_1403537047185,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,YES,548,555,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,611,618,Nsk_1403183511771,Nsk_1403183548095
Nsk_1403537482799,DIRECTE,,UNK,N,Bare,,OBJ,SPEC,NO,Bare,YES,602,618,N,Bare,,OBJ,SPEC,NO,Bare,NO,748,765,Nsk_1403183516660,Nsk_1403183542294
Nsk_1403537521433,ANAPHORE,,YES,N,DEF_SPLE,,Other,SPEC,YES,Bare,YES,834,850,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,857,858,Nsk_1403184522249,Nsk_1403184527468
Nsk_1403537596733,DIRECTE,,UNK,N,Bare,,Other,SPEC,NO,Bare,YES,873,884,N,Bare,,Other,SPEC,NO,Bare,NO,905,932,Nsk_1403184534063,Nsk_1403184536788
Nsk_1403537624153,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,SG,YES,446,451,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,452,454,Nsk_1403183502878,Nsk_1403183504619
Nsk_1403537646842,ANAPHORE,,YES,N,INDEF,,OBJ,SPEC,NO,PL,YES,967,990,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,991,993,Nsk_1403184548061,Nsk_1403184577241
Nsk_1403537654158,ANAPHORE,,YES,N,INDEF,,OBJ,SPEC,NO,PL,YES,1034,1040,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,1045,1047,Nsk_1403184585088,Nsk_1403184600076
Nsk_1403537700495,INDIRECTE,UNK,YES,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,991,993,N,INDEF,,OBJ,SPEC,NO,Bare,NO,1206,1214,Nsk_1403184577241,Nsk_1403184620759
Nsk_1403537750978,ANAPHORE,,NO,N,Bare,,Other,SPEC,NO,Bare,NO,1244,1263,PR,INDEF,NO,Other,SPEC,YES,SG,NO,1349,1355,Nsk_1403185290427,Nsk_1403184641456
Nsk_1403537825887,DIRECTE,,UNK,N,Bare,,ATTR,SPEC,NO,Bare,YES,1395,1401,N,Bare,,OBJ,SPEC,NO,Bare,NO,1449,1455,Nsk_1403184650701,Nsk_1403184658634
Nsk_1403537841593,DIRECTE,,UNK,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1156,1169,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,1480,1492,Nsk_1403184615077,Nsk_1403185455699
Nsk_1403537895326,DIRECTE,,UNK,N,INDEF,,OBJ,SPEC,NO,SG,YES,1331,1344,N,DEF_DEM,,Other,SPEC,NO,Bare,YES,1562,1574,Nsk_1403184638973,Nsk_1403185461018
Nsk_1403537988830,DIRECTE,,UNK,N,Bare,,Other,GENE,YES,Bare,YES,1631,1636,N,Bare,,Other,SPEC,NO,Bare,NO,1705,1717,Nsk_1403185847180,Nsk_1403185485919
Nsk_1403538142488,ANAPHORE,,YES,PR,Bare,NO,Other,SPEC,NO,SG,NO,1753,1769,PR,Bare,NO,Other,SPEC,YES,SG,NO,1800,1802,Nsk_1403186019327,Nsk_1403185518279
Nsk_1403538185320,DIRECTE,,UNK,PR,Bare,NO,Other,SPEC,NO,SG,NO,1751,1770,N,Bare,,OBJ,SPEC,NO,Bare,NO,1782,1802,Nsk_1403538084982,Nsk_1403185516648
Nsk_1403538486405,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,925,932,N,Bare,,Other,SPEC,YES,Bare,NO,1894,1907,Nsk_1403184541874,Nsk_1403186084771
Nsk_1403538508975,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,757,765,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,925,932,Nsk_1403183545079,Nsk_1403184541874
Nsk_1403538534458,ANAPHORE,,YES,N,INDEF,,ATTR,GENE,NO,PL,YES,1933,1941,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,1943,1945,Nsk_1403185547145,Nsk_1403185566945
Nsk_1403538806045,DIRECTE,,UNK,N,Bare,,SUJ,SPEC,NO,Bare,YES,1886,1907,N,Bare,,Other,SPEC,YES,Bare,NO,1978,1983,Nsk_1403185543749,Nsk_1403185608179
Nsk_1403538869400,INDIRECTE,UNK,YES,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,857,858,N,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,2058,2074,Nsk_1403184527468,Nsk_1403185626408
Nsk_1403538976157,ANAPHORE,,YES,N,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,2058,2074,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2075,2076,Nsk_1403185626408,Nsk_1403185631046
Nsk_1403539001557,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,1894,1907,N,Bare,,Other,SPEC,NO,Bare,NO,2160,2167,Nsk_1403186084771,Nsk_1403190977830
Nsk_1403539023707,DIRECTE,,UNK,N,Bare,,Other,SPEC,NO,Bare,NO,2160,2167,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2201,2208,Nsk_1403190977830,Nsk_1403190981023
Nsk_1403539029931,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2201,2208,N,Bare,,Other,SPEC,YES,Bare,NO,2224,2228,Nsk_1403190981023,Nsk_1403190988641
Nsk_1403539165319,ANAPHORE,,YES,N,INDEF,,Other,GENE,YES,PL,YES,2383,2401,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,2419,2421,Nsk_1403190909817,Nsk_1403190915827
Nsk_1403539514426,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,NO,2224,2228,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2543,2550,Nsk_1403190988641,Nsk_1403190933623
Nsk_1403540016535,ANAPHORE,,YES,N,Bare,,Other,SPEC,NO,Bare,NO,2726,2750,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,2750,2751,Nsk_1403206416047,Nsk_1403190959730
Nsk_1403540107906,DIRECTE,,YES,N,INDEF,,ATTR,GENE,NO,PL,YES,2263,2269,N,INDEF,,Other,SPEC,YES,PL,NO,2813,2833,Nsk_1403205804850,Nsk_1403206481077
Nsk_1403540362657,ANAPHORE,,UNK,N,Bare,,Other,GENE,NO,Bare,YES,3034,3039,PR,Bare,NO,SUJ,SPEC,NO,UNK,NO,3060,3062,Nsk_1403206512863,Nsk_1403206545581
Nsk_1403541148494,ANAPHORE,,YES,N,INDEF,,ATTR,SPEC,NO,SG,YES,3275,3284,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3285,3287,Nsk_1403206593288,Nsk_1403206600743
Nsk_1403541156728,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3285,3287,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3325,3327,Nsk_1403206600743,Nsk_1403206641997
Nsk_1403541175323,ANAPHORE,,YES,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3325,3327,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3345,3347,Nsk_1403206641997,Nsk_1403206651133
Nsk_1403541236931,ANAPHORE,,YES,PR,INDEF,NO,SUJ,GENE,NO,PL,YES,3108,3110,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3594,3596,Nsk_1403206567662,Nsk_1403207709810
Nsk_1403541390444,ANAPHORE,,YES,N,Bare,,Other,SPEC,NO,Bare,NO,3505,3522,PR,Bare,NO,SUJ,SPEC,NO,PL,NO,3600,3602,Nsk_1403207944590,Nsk_1403207715872
Nsk_1403541475595,ANAPHORE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,3670,3676,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,3685,3687,Nsk_1403207742124,Nsk_1403207755422
Nsk_1403541539937,DIRECTE,,UNK,N,Bare,,ATTR,SPEC,NO,Bare,YES,3691,3696,N,DEF_DEM,,Other,SPEC,NO,Bare,NO,3722,3733,Nsk_1403207747434,Nsk_1403207766986
Nsk_1403541713774,ANAPHORE,,YES,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3594,3596,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3736,3738,Nsk_1403207709810,Nsk_1403207773682
Nsk_1403541830632,ANAPHORE,,UNK,N,DEF_DEM,,Other,SPEC,NO,Bare,NO,3722,3733,PR,INDEF,NO,SUJ,SPEC,NO,SG,NO,3742,3743,Nsk_1403207766986,Nsk_1403207775666
Nsk_1403541846088,ANAPHORE,,YES,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3736,3738,PR,INDEF,NO,SUJ,GENE,NO,PL,NO,3850,3852,Nsk_1403207773682,Nsk_1403207799516
Nsk_1403541873457,ASSOC,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,398,406,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,3980,3998,Nsk_1403183493353,Nsk_1403207847098
Nsk_1403545415684,DIRECTE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,4084,4090,N,Bare,,OBJ,GENE,NO,Bare,NO,4142,4148,Nsk_1403207903276,Nsk_1403207916999
Nsk_1403545439042,DIRECTE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,NO,4142,4148,N,INDEF,,OBJ,GENE,NO,PL,YES,4385,4394,Nsk_1403207916999,Nsk_1403208649334
Nsk_1403545474465,DIRECTE,,UNK,N,Bare,,SUJ,GENE,NO,Bare,YES,4128,4132,N,INDEF,,OBJ,GENE,NO,SG,YES,4340,4347,Nsk_1403207910144,Nsk_1403208638111
Nsk_1403545571418,DIRECTE,,UNK,N,Bare,,OBJ,GENE,YES,Bare,YES,4480,4503,N,Bare,,SUJ,SPEC,NO,Bare,NO,4565,4576,Nsk_1403208659462,Nsk_1403208662665
Nsk_1403545661027,DIRECTE,,UNK,N,DEF_SPLE,,Other,GENE,YES,Bare,YES,4695,4702,N,DEF_SPLE,,Other,GENE,YES,Bare,NO,5011,5018,Nsk_1403208725431,Nsk_1403208812977
Nsk_1403545809088,ASSOC,,UNK,N,DEF_SPLE,,Other,GENE,YES,Bare,YES,4695,4702,N,Bare,,Other,GENE,YES,Bare,YES,5044,5049,Nsk_1403208725431,Nsk_1403209258473
Nsk_1403545821122,ASSOC,,UNK,N,DEF_SPLE,,Other,GENE,YES,Bare,YES,4695,4702,N,DEF_SPLE,,Other,GENE,YES,Bare,NO,5098,5103,Nsk_1403208725431,Nsk_1403209265011
Nsk_1403545865842,ANAPHORE,,YES,PR,INDEF,NO,Other,GENE,NO,PL,YES,5170,5176,PR,INDEF,NO,Other,GENE,NO,PL,NO,5230,5236,Nsk_1403209280571,Nsk_1403209294904
Nsk_1403545894191,DIRECTE,,UNK,N,Bare,,Other,SPEC,YES,Bare,YES,5408,5416,N,Bare,,Other,SPEC,YES,Bare,NO,5523,5538,Nsk_1403209670784,Nsk_1403209343161
Nsk_1403546007719,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2543,2550,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,5683,5694,Nsk_1403190933623,Nsk_1403209358122
Nsk_1403546160871,ANAPHORE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,6024,6029,PR,Bare,NO,SUJ,SPEC,NO,UNK,NO,6030,6032,Nsk_1403209901157,Nsk_1403209904920
Nsk_1403546166855,ANAPHORE,,YES,N,INDEF,,OBJ,SPEC,NO,SG,YES,6144,6152,PR,Bare,NO,SUJ,SPEC,NO,SG,NO,6153,6155,Nsk_1403209918117,Nsk_1403209930793
Nsk_1403546206052,DIRECTE,,UNK,N,Bare,,ATTR,SPEC,NO,Bare,YES,6159,6166,N,DEF_DEM,,SUJ,SPEC,NO,Bare,NO,6190,6203,Nsk_1403209934616,Nsk_1403209936823
Nsk_1403546214796,ANAPHORE,,UNK,N,DEF_DEM,,SUJ,SPEC,NO,Bare,NO,6190,6203,PR,DEF_SPLE,NO,ATTR,SPEC,NO,SG,NO,6231,6233,Nsk_1403209936823,Nsk_1403209943846
Nsk_1403546246831,DIRECTE,,UNK,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,5683,5694,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6273,6280,Nsk_1403209358122,Nsk_1403209956448
Nsk_1403546407773,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6273,6280,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6326,6333,Nsk_1403209956448,Nsk_1403209966724
Nsk_1403546414442,ANAPHORE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,6307,6315,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,6334,6336,Nsk_1403209963364,Nsk_1403209971912
Nsk_1403546422910,ANAPHORE,,UNK,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,6334,6336,PR,INDEF,NO,Other,SPEC,YES,PL,NO,6350,6352,Nsk_1403209971912,Nsk_1403209982631
Nsk_1403546427665,ANAPHORE,,UNK,PR,INDEF,NO,Other,SPEC,YES,PL,NO,6350,6352,PR,INDEF,NO,SUJ,SPEC,NO,PL,NO,6361,6363,Nsk_1403209982631,Nsk_1403209991818
Nsk_1403546454280,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6326,6333,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6384,6395,Nsk_1403209966724,Nsk_1403210002672
Nsk_1403546587715,INDIRECTE,UNK,UNK,PR,DEF_SPLE,NO,ATTR,SPEC,NO,SG,NO,6231,6233,N,Bare,,OBJ,SPEC,NO,Bare,NO,6510,6517,Nsk_1403209943846,Nsk_1403210027166
Nsk_1403546636587,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6384,6395,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6834,6841,Nsk_1403210002672,Nsk_1403211652082
Nsk_1403546715570,INDIRECTE,UNK,UNK,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2075,2076,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,7036,7052,Nsk_1403185631046,Nsk_1403211085985
Nsk_1403546768058,DIRECTE,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,7091,7099,N,Bare,,Other,GENE,NO,Bare,NO,7101,7109,Nsk_1403211092197,Nsk_1403211099087
Nsk_1403546783369,DIRECTE,,UNK,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6834,6841,N,DEF_SPLE,,Other,SPEC,YES,Bare,NO,7157,7164,Nsk_1403211652082,Nsk_1403211155119
Nsk_1403546795537,ANAPHORE,,UNK,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,7036,7052,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,7167,7168,Nsk_1403211085985,Nsk_1403211159696
Nsk_1403561251492,DIRECTE,,UNK,N,Bare,,Other,GENE,YES,Bare,YES,7336,7341,N,Bare,,SUJ,GENE,NO,Bare,NO,7366,7371,Nsk_1403212189114,Nsk_1403212196916
Nsk_1403561274846,DIRECTE,,UNK,N,Bare,,Other,GENE,NO,Bare,NO,7101,7109,N,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,7463,7474,Nsk_1403211099087,Nsk_1403212215778
Nsk_1403561292290,ANAPHORE,,UNK,N,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,7463,7474,PR,INDEF,NO,Other,SPEC,NO,SG,NO,7503,7504,Nsk_1403212215778,Nsk_1403212222292
Nsk_1403561299035,ANAPHORE,,UNK,PR,INDEF,NO,Other,SPEC,NO,SG,NO,7503,7504,PR,INDEF,NO,Other,SPEC,NO,SG,NO,7510,7511,Nsk_1403212222292,Nsk_1403212224403
Nsk_1403561327356,DIRECTE,,UNK,N,Bare,,Other,GENE,YES,Bare,YES,7250,7257,N,Bare,,Other,GENE,YES,Bare,NO,7605,7612,Nsk_1403212133731,Nsk_1403212244665
Nsk_1403561335147,DIRECTE,,UNK,N,Bare,,Other,GENE,YES,Bare,NO,7605,7612,N,DEF_SPLE,,Other,GENE,YES,Bare,NO,7653,7663,Nsk_1403212244665,Nsk_1403212248843
Nsk_1403561342227,ANAPHORE,,UNK,N,DEF_SPLE,,Other,GENE,YES,Bare,NO,7653,7663,PR,INDEF,NO,SUJ,SPEC,NO,SG,NO,7665,7666,Nsk_1403212248843,Nsk_1403212254901
Nsk_1403561365898,ASSOC,,UNK,N,Bare,,OBJ,GENE,NO,Bare,YES,7091,7099,N,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,7810,7816,Nsk_1403211092197,Nsk_1403212264212
Nsk_1403561388740,ANAPHORE,,YES,PR,INDEF,NO,Other,SPEC,NO,SG,NO,7510,7511,PR,INDEF,NO,OBJ,SPEC,NO,SG,NO,7867,7868,Nsk_1403212224403,Nsk_1403212270520
Nsk_1403561414224,INDIRECTE,UNK,UNK,PR,INDEF,NO,OBJ,SPEC,NO,SG,NO,7867,7868,N,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,7937,7948,Nsk_1403212270520,Nsk_1403212326728
Nsk_1403561429500,INDIRECTE,UNK,UNK,PR,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,7167,7168,N,DEF_SPLE,,Other,SPEC,NO,Bare,NO,7909,7925,Nsk_1403211159696,Nsk_1403212322109
Nsk_1403561440921,ANAPHORE,,UNK,N,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,7937,7948,PR,INDEF,NO,SUJ,SPEC,NO,SG,NO,7958,7959,Nsk_1403212326728,Nsk_1403212333379
Nsk_1403561581477,ANAPHORE,,UNK,N,DEF_SPLE,,ATTR,GENE,NO,Bare,YES,8171,8180,PR,INDEF,NO,SUJ,SPEC,NO,SG,NO,8210,8211,Nsk_1403212384338,Nsk_1403213354544
Nsk_1403561659440,ANAPHORE,,UNK,N,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,8333,8342,PR,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8385,8386,Nsk_1403213364406,Nsk_1403213370455
